GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4
 "12000","Florida",5,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",793185.8,799832.4,816814.9,815521.3,830312.7,832427.0,833259.7,841384.1,833104.3,835156.2,839745.1,835462.9,820498.6,815069.0,802454.9,774848.9,763424.0,755566.5,752552.1,761513.7,756728.2,764461.8,770716.8,772890.1,760838.6,767269.8,760636.3,766238.7,768639.4,766435.8,772377.0,769784.2,779659.6,779318.9,785557.5,791824.3,791516.7,801526.1,810370.3,817699.0,824013.8,836876.2,843978.0,851629.3,851347.2,862529.6,873844.1,879203.0,887055.2,891391.2,897512.2,908509.5,916712.7,920208.6,930598.2,931973.7,942840.3,947560.9,953208.6,959426.6
 "12000","Florida",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",103.104,103.968,106.175,106.007,107.930,108.204,108.313,109.369,108.293,108.559,109.156,108.599,106.654,105.948,104.309,100.720,99.235,98.214,97.822,98.987,98.365,99.370,100.183,100.465,98.899,99.735,98.873,99.601,99.913,99.627,100.399,100.062,101.345,101.301,102.112,102.927,102.887,104.188,105.337,106.290,107.111,108.783,109.706,110.701,110.664,112.117,113.588,114.285,115.305,115.869,116.665,118.094,119.161,119.615,120.965,121.144,122.557,123.170,123.905,124.713
 "12000","Florida",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",678910.1,688398.7,707779.3,711876.2,731755.5,739217.1,746519.2,760364.9,760852.8,766026.6,774934.8,772829.8,759614.2,756227.0,750309.4,735855.7,728748.8,721377.0,719009.8,729193.3,725303.8,735393.6,743097.8,747369.1,738374.5,748259.3,747198.3,753317.8,761869.6,764842.4,774329.6,776194.8,789838.5,793110.5,803960.4,815906.8,817539.2,832861.5,847052.6,860482.9,873127.3,890349.8,903165.5,913942.1,916329.4,933075.4,948220.0,957472.1,969364.7,977809.1,989205.9,1006281.8,1020176.9,1032277.4,1048477.6,1056013.7,1073991.7,1087311.8,1100721.1,1111378.3
 "13000","Georgia",5,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",442264.9,444204.0,445346.6,450317.5,448496.7,448768.1,450783.9,454287.9,447229.5,451114.8,455120.9,458780.3,448176.9,449875.0,445630.3,429981.9,425506.8,426151.4,425666.1,427731.1,428260.3,430237.4,434303.6,439307.8,438610.9,438172.0,439594.4,443184.7,443624.2,444628.3,444772.6,443503.8,449590.2,448843.0,450568.8,454085.4,457936.2,464431.2,468970.9,471245.5,475247.8,481581.0,483699.7,485774.2,493176.8,495953.2,499574.0,504363.1,512198.9,513340.9,517368.6,523467.0,522994.9,526149.8,532652.1,534198.9,536155.3,537596.8,540603.1,543789.9
 "13000","Georgia",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",99.580,100.016,100.273,101.393,100.983,101.044,101.498,102.287,100.697,101.572,102.474,103.298,100.911,101.293,100.337,96.814,95.806,95.951,95.842,96.307,96.426,96.871,97.787,98.914,98.757,98.658,98.978,99.787,99.886,100.112,100.144,99.859,101.229,101.061,101.449,102.241,103.108,104.570,105.593,106.105,107.006,108.432,108.909,109.376,111.043,111.668,112.483,113.561,115.326,115.583,116.490,117.863,117.757,118.467,119.931,120.279,120.720,121.044,121.721,122.439
 "13000","Georgia",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",381335.4,384013.9,387454.8,394336.1,395801.4,399413.8,403975.0,409388.2,407204.9,412858.6,418473.7,421990.5,412828.6,415195.2,415872.6,407751.0,405921.1,406310.1,406522.2,409344.8,410351.6,413963.6,418629.2,424590.8,425132.0,426949.3,431355.8,434859.1,439025.9,443236.2,446443.2,447823.6,455903.3,456888.9,460974.9,468573.3,473685.8,482980.6,490726.9,495873.3,503103.5,512214.0,517755.8,521189.2,530678.1,536515.4,541922.6,548984.4,558591.1,561187.6,568169.9,577945.7,579993.0,588339.7,597746.2,602534.6,607081.0,613105.2,619817.7,625329.2
 "15000","Hawaii",8,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",67652.1,68161.8,68782.7,69665.4,69781.8,70321.3,70803.9,70704.4,70349.6,70571.9,71599.5,72245.7,72143.0,72651.3,71737.1,70225.8,69278.1,69135.3,68775.4,69190.4,69998.0,70487.7,71564.0,71976.2,71850.8,71800.2,71682.6,72987.2,73204.9,73704.1,73907.2,73514.6,74667.2,74012.1,74138.7,74292.2,73796.0,74306.5,74924.3,75090.4,76163.2,77031.7,77511.7,78034.9,78476.4,78760.2,78984.7,79399.3,80432.0,80274.0,80850.0,81307.1,81835.6,82689.9,82854.0,83228.1,83268.6,83372.7,83460.3,83936.0
 "15000","Hawaii",8,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.940,92.633,93.477,94.676,94.835,95.568,96.224,96.088,95.606,95.908,97.305,98.183,98.043,98.734,97.492,95.438,94.150,93.956,93.467,94.031,95.128,95.794,97.257,97.817,97.646,97.578,97.418,99.191,99.487,100.165,100.441,99.907,101.474,100.584,100.756,100.964,100.290,100.984,101.823,102.049,103.507,104.687,105.340,106.051,106.651,107.036,107.341,107.905,109.308,109.094,109.876,110.498,111.216,112.377,112.600,113.108,113.163,113.305,113.424,114.070
 "15000","Hawaii",8,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",57279.9,58100.7,59024.9,60266.2,61010.3,61946.8,62988.6,63514.2,63883.1,64442.0,65898.0,66710.9,66708.2,67286.1,66916.0,66548.6,65902.7,65659.4,65308.0,65897.9,66775.5,67608.3,68869.1,69534.6,69698.8,69960.9,70431.9,71838.7,72548.6,73617.8,74105.1,74059.5,75530.9,75232.8,75813.2,76576.3,76282.7,77326.8,78517.2,79290.5,81135.9,82306.3,83281.6,84116.2,84843.6,85572.8,86086.7,86872.0,88386.5,88682.4,89836.0,90810.5,91946.7,93588.6,94287.8,95368.5,96094.5,96831.5,97664.4,98536.3
 "16000","Idaho",7,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",54275.9,55116.3,56129.5,56026.6,57432.0,58100.5,57054.6,57771.2,58073.6,58303.8,58707.7,59727.2,59563.3,60453.4,60178.9,58620.1,57799.6,56605.5,57076.0,56869.1,57590.9,57605.2,58070.3,58360.3,57448.0,57706.5,57641.0,58391.4,57706.7,57810.6,58039.7,57500.4,58825.2,59652.4,60082.2,60762.6,60555.7,61023.9,61704.7,62293.7,63091.0,62924.6,63282.8,63091.6,64585.2,65355.3,66164.8,66036.2,66542.8,67671.0,68190.2,68868.6,69613.3,70211.4,70707.3,71469.5,71846.4,72265.7,72705.6,73159.9
 "16000","Idaho",7,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",93.961,95.416,97.170,96.992,99.425,100.582,98.771,100.012,100.535,100.934,101.633,103.398,103.114,104.655,104.180,101.481,100.061,97.994,98.808,98.450,99.700,99.725,100.530,101.032,99.452,99.900,99.786,101.085,99.900,100.080,100.477,99.543,101.836,103.269,104.013,105.190,104.832,105.643,106.821,107.841,109.221,108.933,109.553,109.222,111.808,113.141,114.543,114.320,115.197,117.150,118.049,119.223,120.513,121.548,122.406,123.726,124.378,125.104,125.866,126.652
 "16000","Idaho",7,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",46775.3,47564.9,48675.8,48835.6,50297.2,51074.4,50734.7,51798.8,52797.7,53365.4,54058.5,55186.7,54958.8,55999.5,56171.9,55053.7,54287.0,53218.3,53672.9,53922.0,54671.2,54712.0,55346.8,55952.8,55759.3,56317.1,56671.9,57204.0,57089.4,57609.2,58229.1,58129.7,59852.0,60724.4,61350.7,62143.9,62114.7,63146.3,63954.4,64871.9,65543.1,65729.9,66465.1,66278.9,67598.8,68857.2,69825.8,69835.5,70945.5,72397.6,73240.8,74309.1,75434.9,76681.3,77384.5,78707.3,79440.1,80446.2,81492.7,82264.8
 "17000","Illinois",3,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",683764.9,683702.1,688056.0,688063.8,702154.1,703765.0,703594.1,708464.8,708900.0,711825.9,712375.4,717737.8,703921.9,706745.3,703633.4,683417.6,678003.5,680027.7,682823.0,691008.1,684395.4,692140.4,700628.3,702680.3,701980.0,706595.9,705404.0,714258.0,722662.1,723751.7,720290.5,716105.0,725039.9,721915.6,723289.8,728220.1,724273.3,734160.1,740052.5,741656.3,739417.5,743737.3,748666.9,746249.6,743842.8,746937.6,745427.0,752464.5,747999.6,750532.1,756711.6,759308.5,765063.9,766486.1,773851.8,773800.6,778055.2,780258.8,783066.9,786695.2
 "17000","Illinois",3,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.875,94.866,95.470,95.471,97.426,97.650,97.626,98.302,98.362,98.768,98.845,99.589,97.672,98.063,97.632,94.827,94.075,94.356,94.744,95.880,94.962,96.037,97.215,97.499,97.402,98.043,97.877,99.106,100.272,100.423,99.943,99.362,100.602,100.168,100.359,101.043,100.495,101.867,102.685,102.907,102.597,103.196,103.880,103.545,103.211,103.640,103.431,104.407,103.788,104.139,104.996,105.357,106.155,106.353,107.375,107.368,107.958,108.264,108.653,109.157
 "17000","Illinois",3,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",579326.8,582211.0,590533.3,594704.3,612373.8,619027.9,623566.2,632471.6,639865.9,645915.4,649857.5,655809.7,644288.9,648084.6,651276.4,641816.5,639490.1,640911.6,644381.1,653977.5,648712.0,659116.5,669063.3,673659.3,676669.4,685753.3,690695.2,700037.8,715022.2,721398.5,723223.6,723165.0,735151.4,734115.1,739079.9,750165.3,747465.1,762019.2,772939.8,778966.8,781698.7,790611.5,800531.6,799155.8,797590.2,804974.1,805872.3,816825.4,814655.5,820307.2,832040.3,840268.4,851327.0,860587.7,872316.6,877010.4,884429.8,893579.7,901571.9,908912.7
 "18000","Indiana",3,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",282825.8,285195.7,286887.7,287058.4,289640.1,290560.3,291483.4,293392.7,293152.8,298239.2,301213.6,305086.1,303721.0,303946.7,298117.0,287270.3,274412.1,273896.1,276416.5,285170.9,289133.7,294630.8,298179.3,298589.1,295543.5,295991.3,295381.4,298971.9,298803.7,299367.3,297844.0,294195.9,304699.2,301590.5,304537.0,304851.2,309204.4,314515.8,316549.1,314692.8,311120.9,312855.4,311053.5,311372.9,311623.0,315659.4,318566.6,320694.4,321288.6,321536.3,322278.7,325878.8,328059.9,328477.5,330262.8,330395.1,330246.9,331073.8,332952.0,333889.5
 "18000","Indiana",3,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",95.051,95.847,96.416,96.473,97.341,97.650,97.960,98.602,98.521,100.231,101.230,102.532,102.073,102.149,100.190,96.544,92.223,92.050,92.897,95.839,97.171,99.018,100.211,100.348,99.325,99.475,99.270,100.477,100.420,100.610,100.098,98.872,102.402,101.357,102.347,102.453,103.916,105.701,106.384,105.760,104.560,105.143,104.537,104.645,104.729,106.085,107.062,107.777,107.977,108.060,108.310,109.520,110.253,110.393,110.993,111.038,110.988,111.266,111.897,112.212
 "18000","Indiana",3,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",239808.4,242426.8,245646.0,247071.8,251007.2,253666.6,256312.7,259232.0,261778.8,268162.0,271502.4,274771.1,274235.9,274754.1,273811.3,268581.2,258663.6,257421.6,260165.0,268702.7,272406.1,279023.3,283562.0,285491.3,284730.3,287279.5,289625.5,293360.9,295310.9,298437.8,299460.2,297002.0,308095.1,304913.5,309102.6,312615.5,317343.0,324529.5,329083.1,328782.5,326771.4,330840.5,331042.5,331474.4,330866.3,336696.4,340524.0,344417.4,346879.7,348306.8,351555.7,357680.1,361793.8,365477.9,368747.9,371182.7,372060.6,375490.6,379132.8,381733.4
 "19000","Iowa",4,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",143221.1,144038.1,145072.6,143173.3,144900.5,146074.0,145302.4,147271.9,150041.8,152696.1,152724.7,153542.1,152670.3,151606.3,148226.4,144024.5,142359.3,143890.9,146541.5,149681.3,147545.5,149642.9,150282.5,150671.6,149762.3,149492.0,150452.9,155284.5,157011.8,159255.2,157926.7,154809.5,156532.3,155257.9,156860.8,157895.5,159715.6,165563.0,167566.6,167507.1,168383.9,168918.6,170004.9,170192.6,168467.7,167967.0,169709.0,169362.0,169019.4,168668.6,167523.3,168526.9,170756.4,172525.2,172949.6,172056.7,172926.5,173400.0,173942.7,174484.5
 "19000","Iowa",4,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.078,91.598,92.256,91.048,92.146,92.892,92.402,93.654,95.416,97.104,97.122,97.642,97.087,96.411,94.261,91.589,90.530,91.504,93.190,95.186,93.828,95.162,95.569,95.816,95.238,95.066,95.677,98.750,99.848,101.275,100.430,98.448,99.543,98.733,99.752,100.410,101.567,105.286,106.560,106.522,107.080,107.420,108.111,108.230,107.133,106.815,107.923,107.702,107.484,107.261,106.533,107.171,108.589,109.713,109.983,109.415,109.969,110.270,110.615,110.959
 "19000","Iowa",4,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",121115.8,121940.7,123456.6,122382.9,124665.1,126390.8,126920.6,129560.1,133808.9,137101.6,137951.4,139046.3,138284.9,137645.1,136189.3,134095.0,132981.6,134342.5,136845.2,140835.6,138732.0,141212.9,142359.2,143623.7,144647.1,145196.5,147483.9,151580.2,154980.2,158503.6,158652.2,156867.2,159836.3,158462.8,160585.3,162314.9,164582.4,172118.3,174457.4,175085.8,176013.1,177680.1,180022.0,180175.3,177947.8,178567.8,180829.7,180841.3,181445.3,181524.8,181097.9,183317.3,186652.9,190178.9,190936.5,191038.1,192086.1,194038.5,195857.9,197172.3
 "20000","Kansas",4,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",121598.3,122315.9,123365.4,121751.6,127889.1,129176.5,128600.1,129931.2,134050.9,135228.6,135786.2,137603.0,139567.2,141077.5,139332.7,134654.3,132716.2,132496.1,133009.0,134885.7,131533.2,133955.0,136457.3,137832.7,136677.9,139160.9,138821.3,139590.4,145311.0,142340.4,137292.9,136966.8,138915.4,139989.9,140409.5,142707.5,139182.2,142357.7,145479.6,146682.0,143797.1,146012.4,147047.7,147835.3,147565.1,149572.9,150946.7,151626.9,151765.8,151251.2,151247.5,151598.3,153418.5,154589.7,155217.5,155105.1,154682.3,155515.6,156376.9,157202.4
 "20000","Kansas",4,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.560,87.071,87.818,86.670,91.039,91.955,91.545,92.492,95.425,96.263,96.660,97.954,99.352,100.427,99.185,95.855,94.475,94.318,94.683,96.019,93.633,95.357,97.138,98.117,97.295,99.063,98.821,99.368,103.441,101.326,97.733,97.501,98.888,99.653,99.951,101.587,99.078,101.338,103.561,104.417,102.363,103.940,104.677,105.237,105.045,106.474,107.452,107.937,108.035,107.669,107.666,107.916,109.212,110.046,110.493,110.413,110.112,110.705,111.318,111.906
 "20000","Kansas",4,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",102521.1,103459.4,105147.7,104618.1,110504.2,112397.6,112929.5,114770.0,119855.7,121863.0,123051.8,125042.8,127162.8,129305.8,128852.9,125408.2,123664.2,123352.9,123904.9,126440.5,123625.8,126354.9,129357.3,131641.0,132214.8,135629.2,136496.1,136921.1,143797.6,141856.5,137849.2,138407.9,141116.5,142350.4,143250.9,146164.8,142945.0,147043.8,150661.1,152252.3,149124.9,152106.5,153798.9,154466.3,153656.7,156425.6,158076.4,159271.0,160435.4,160448.1,161311.9,162682.8,165477.1,168173.0,169379.1,170242.9,170324.8,172358.4,174183.2,175703.4
 "21000","Kentucky",5,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",165875.4,168425.9,170058.6,170860.7,173060.0,174099.7,173393.1,172793.6,170130.5,171246.3,171697.8,174402.8,174039.0,175553.1,171782.0,167229.2,164664.0,163115.8,164385.0,167894.9,167219.4,171638.5,174627.7,174693.3,172092.4,173176.7,173758.0,177517.1,176814.9,177328.1,176364.5,174701.8,180559.9,178872.8,179355.2,178771.9,178473.1,180514.0,180717.5,180252.5,179806.4,181902.8,181690.0,181893.4,180182.4,182305.9,183946.6,184039.5,183808.3,183804.1,184522.2,186029.0,185815.5,187036.0,187660.8,188349.9,188393.5,188863.3,189569.4,190636.1
 "21000","Kentucky",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.086,95.532,96.459,96.913,98.161,98.751,98.350,98.010,96.499,97.132,97.388,98.923,98.716,99.575,97.436,94.854,93.399,92.521,93.240,95.231,94.848,97.355,99.050,99.087,97.612,98.227,98.557,100.689,100.291,100.582,100.035,99.092,102.415,101.458,101.732,101.401,101.231,102.389,102.504,102.241,101.988,103.177,103.056,103.171,102.201,103.405,104.336,104.389,104.257,104.255,104.662,105.517,105.396,106.088,106.443,106.833,106.858,107.125,107.525,108.130
 "21000","Kentucky",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",138707.2,141400.4,144185.1,146303.5,148942.8,151078.1,151863.0,152143.1,151646.0,153911.5,154940.5,157628.6,157490.6,160007.7,158821.1,156076.7,154582.0,153441.2,155399.9,159695.8,159582.2,163962.0,167098.5,167779.5,166373.0,168699.8,170443.7,174246.2,175058.4,176736.1,177107.8,176307.0,182684.1,181164.0,182421.1,183167.7,183196.0,186465.4,187960.9,188469.8,188639.3,192328.1,193180.4,193545.3,191411.6,194849.2,197084.4,198023.6,198681.9,199239.8,201065.7,203874.1,204566.6,207645.5,209064.6,211073.3,211800.8,213734.6,215585.5,217563.8
 "22000","Louisiana",5,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",245844.9,248686.6,244213.3,243347.6,244425.1,243788.1,242432.8,242683.6,235740.1,234265.3,234020.2,234455.8,232632.4,235256.4,235659.3,237556.7,238117.7,236700.9,238628.2,241217.7,245758.3,248721.9,250007.7,244915.8,236770.1,233744.3,230997.9,234738.7,237007.0,237601.7,231411.5,228472.2,228565.2,225734.0,226019.5,226145.0,227012.4,233373.9,236561.5,237755.6,235206.3,232894.0,231975.9,229754.1,228600.1,228515.2,227634.3,228260.5,230363.4,230724.7,231602.2,232802.0,235760.6,237027.9,238006.4,238693.8,238690.2,239695.8,241432.8,242082.4
 "22000","Louisiana",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",105.231,106.448,104.533,104.162,104.624,104.351,103.771,103.878,100.906,100.275,100.170,100.356,99.576,100.699,100.872,101.684,101.924,101.317,102.142,103.251,105.194,106.463,107.013,104.834,101.347,100.052,98.876,100.478,101.448,101.703,99.053,97.795,97.835,96.623,96.745,96.799,97.170,99.893,101.258,101.769,100.678,99.688,99.295,98.344,97.850,97.814,97.437,97.705,98.605,98.759,99.135,99.649,100.915,101.457,101.876,102.170,102.169,102.599,103.343,103.621
 "22000","Louisiana",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",190658.3,196268.0,199384.4,203955.2,203738.4,206099.0,207005.8,206354.8,203470.6,206230.9,207222.0,209640.7,210943.7,217777.2,219451.0,212104.0,207116.6,203549.6,205882.7,210990.8,219434.1,224598.4,229356.9,229318.5,226719.2,228567.4,228397.5,232266.0,235415.7,236430.8,232381.8,230264.1,230233.6,227156.3,228461.9,230017.9,231417.6,238637.3,242574.0,242089.2,236540.4,236022.1,234513.5,230120.3,225446.9,226916.5,226930.0,229613.3,234651.8,236489.1,240334.0,245342.4,251744.8,256654.9,259272.8,261478.5,260428.1,263094.2,264853.3,267051.5
 "23000","Maine",1,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",53293.3,53439.3,53605.0,54112.3,54166.1,54511.0,54191.4,54212.4,53566.4,54083.6,54165.7,54190.0,54248.5,54415.7,54131.7,52888.0,52387.1,52812.7,53336.3,53718.2,53543.6,53854.7,54148.0,53558.4,53095.1,52902.7,52750.1,53603.1,53212.4,53485.5,52886.8,51911.1,52743.4,52163.4,52360.9,52752.3,52729.7,53252.8,53621.0,54068.5,53140.3,53784.7,53816.0,54381.0,54213.5,55097.8,55015.4,55557.2,55775.4,55809.9,56380.4,56791.7,56971.5,57431.8,57827.6,57570.9,58243.5,58326.3,58632.3,58911.3
 "23000","Maine",1,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",100.793,101.069,101.383,102.342,102.444,103.096,102.492,102.531,101.310,102.288,102.443,102.489,102.600,102.916,102.379,100.026,99.079,99.884,100.874,101.597,101.267,101.855,102.410,101.295,100.418,100.054,99.766,101.379,100.640,101.157,100.024,98.179,99.753,98.656,99.030,99.770,99.727,100.716,101.413,102.259,100.504,101.722,101.782,102.850,102.533,104.206,104.050,105.075,105.487,105.553,106.632,107.410,107.750,108.620,109.369,108.883,110.155,110.312,110.891,111.418
 "23000","Maine",1,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",45234.7,45527.7,45969.6,46767.3,47242.6,47902.8,48108.7,48430.3,48385.9,49154.2,49475.5,49578.8,49706.9,49975.6,50279.6,49932.9,49782.1,50250.8,50835.5,51357.7,51214.4,51727.5,52145.3,51755.5,51511.3,51544.8,51793.9,52616.8,52650.5,53336.1,53073.8,52435.5,53550.1,53162.8,53672.1,54491.0,54561.0,55438.2,56166.5,57016.0,56364.2,57353.3,57794.4,58590.8,58542.1,59833.8,59925.7,60714.2,61191.7,61430.1,62370.6,63168.6,63697.9,64746.4,65434.3,65545.5,66589.8,67137.9,67905.3,68441.3
 "24000","Maryland",2,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",300352.8,303643.5,309318.4,310658.6,310558.2,310764.1,312219.9,313178.6,310325.7,312921.3,311415.7,313710.7,316002.6,317997.7,316377.4,313057.8,310496.9,313327.4,315826.2,319800.7,322781.7,325890.7,327765.9,332500.0,330815.0,334465.8,335168.8,336776.8,337329.0,334085.7,336014.0,331857.8,335957.6,333615.6,334598.6,335584.1,334683.4,339118.9,341545.5,339588.2,343150.0,343644.5,345798.8,348327.6,352090.7,356416.9,358592.4,360170.4,357968.9,358294.1,360190.9,363666.6,365940.2,369137.1,369751.7,370611.8,372262.4,373690.1,374654.2,376935.8
 "24000","Maryland",2,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.705,90.688,92.383,92.783,92.753,92.815,93.250,93.536,92.684,93.459,93.009,93.695,94.379,94.975,94.491,93.500,92.735,93.580,94.327,95.514,96.404,97.333,97.893,99.307,98.803,99.894,100.104,100.584,100.749,99.780,100.356,99.115,100.339,99.640,99.933,100.228,99.959,101.283,102.008,101.424,102.487,102.635,103.279,104.034,105.158,106.450,107.100,107.571,106.913,107.010,107.577,108.615,109.294,110.249,110.432,110.689,111.182,111.609,111.897,112.578
 "24000","Maryland",2,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",258667.6,262885.3,269574.6,272590.7,275135.5,277607.2,281111.8,284018.5,284175.9,287948.8,288291.3,291075.2,293829.1,296172.5,297102.3,298637.6,298048.4,300873.1,303439.9,307668.1,310519.1,314836.0,317413.0,323038.0,322345.1,327395.7,330387.1,332105.7,334694.9,333483.8,336873.2,334234.6,339768.7,338708.4,341370.5,345173.5,345004.0,351140.9,355985.1,356056.7,362502.7,364521.1,368857.3,372504.9,377432.5,383925.0,387512.4,390686.5,389499.1,391216.6,395281.9,401036.7,405572.7,412084.7,414703.9,417975.6,422247.3,426407.3,430388.3,434311.7
 "25000","Massachusetts",1,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",387783.1,388621.4,392885.7,393878.9,395640.7,397196.0,395712.8,402421.0,401854.8,405317.3,409763.6,414959.7,414468.6,417896.7,412762.7,405273.9,404935.2,405823.7,408819.3,412669.1,416511.0,422452.1,428999.9,430362.2,425107.7,439253.1,433302.3,441231.0,441715.3,445298.4,446381.3,443924.1,443178.1,442622.1,446197.1,447466.0,444385.7,449618.6,457432.8,464099.8,466227.6,471877.2,471149.9,475286.4,473462.3,477834.0,482765.3,481782.6,484000.9,488634.2,493803.1,496921.1,500791.6,505668.9,508175.2,509655.4,515184.2,517128.5,519917.7,522644.1
 "25000","Massachusetts",1,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.274,87.462,88.422,88.646,89.042,89.392,89.058,90.568,90.441,91.220,92.221,93.390,93.280,94.051,92.896,91.210,91.134,91.334,92.008,92.875,93.739,95.076,96.550,96.856,95.674,98.857,97.518,99.303,99.412,100.218,100.462,99.909,99.741,99.616,100.420,100.706,100.013,101.190,102.949,104.449,104.928,106.200,106.036,106.967,106.557,107.540,108.650,108.429,108.928,109.971,111.134,111.836,112.707,113.805,114.369,114.702,115.946,116.384,117.012,117.625
 "25000","Massachusetts",1,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",340349.8,342668.2,348354.8,350971.2,355552.8,359737.6,360571.2,369202.4,372138.1,376815.2,382685.7,387869.7,387827.8,390979.6,388705.9,386819.4,388076.9,388888.7,391912.8,396182.0,400013.9,407349.0,414595.0,417092.1,413183.2,428882.3,425976.4,434331.1,438008.1,444185.6,447702.3,447423.1,448923.3,450406.6,456494.1,461558.9,459478.5,467138.9,478395.2,488103.4,493773.5,502593.9,504713.1,510351.7,509741.0,517283.4,524704.7,525901.4,529771.8,536709.0,545175.9,551487.6,558472.0,568220.1,573506.4,577753.7,586347.5,592587.9,599091.6,604207.8
 "26000","Michigan",3,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)","Millions of chained 2012 dollars",451129.4,452208.8,449399.7,450245.7,444060.5,445310.6,443335.5,440526.8,443890.1,442953.1,442588.0,435162.7,426851.7,423965.4,414066.0,401924.2,376038.1,378263.7,379402.2,386660.7,386620.8,399836.8,409225.2,408082.9,408658.6,407654.0,409000.7,420549.5,418571.8,419046.3,419577.6,418233.9,423800.6,422724.1,424975.5,425779.3,423980.1,431560.3,435240.9,435262.5,437651.1,442409.0,444590.1,445276.9,445963.5,452904.5,453169.7,457037.4,456396.1,457873.4,458999.3,463247.5,468059.3,470249.8,472547.8,471260.0,471390.6,472734.3,474300.7,477012.6
